step,timestamp,simulation_time,pos_x,pos_y,speed,heading,velocity_x,velocity_y,on_lane,out_of_road,dist_to_left_side,dist_to_right_side,crash_vehicle,crash_object,crash_sidewalk,nav_route_completion,nav_distance_to_dest,nav_current_lane,nav_route_length,nav_checkpoints_count,lane_longitudinal_pos,lane_lateral_pos,lane_length,custom_dest_x,custom_dest_y,distance_to_custom_dest,action_steering,action_throttle,action_source,action_success,reward,control_mode,expert_takeover,obs_shape,obs_mean,obs_std,obs_min,obs_max,obs_0,obs_1,obs_2,obs_3,obs_4
43,2025-08-12T23:05:43.190820,0.0,31.588956832885742,7.134842872619629,9.77116100097404,0.0001808286380162727,9.771089553833008,-0.037366267293691635,True,,1.9217204665163135,8.946155540446817,False,False,False,0.056425372187079395,,"('>>', '>>>', 0)",0,14,21.588956832885742,0.11040779868912498,40.0,,,,0.0,0.0,expert,True,1.012710687761219,unknown,True,[259],0.9498875737190247,0.16559971868991852,0.0,1.0,0.10676224529743195,0.49700865149497986,0.49990957975387573,0.44661951065063477,0.49992433190345764
44,2025-08-12T23:05:43.275268,0.0,32.56595993041992,7.13094425201416,9.784346293693886,-0.0029698240896021133,9.784208297729492,-0.051965195685625076,True,,1.9256190871217822,8.942256919841348,False,False,False,0.05817053153811262,,"('>>', '>>>', 0)",0,14,22.565959930419922,0.11430641929459373,40.0,,,,0.0,0.0,expert,True,1.0210326558558023,unknown,True,[259],0.9489082098007202,0.16783873736858368,0.0,1.0,0.10697884112596512,0.4967920482158661,0.5014849305152893,0.447205513715744,0.49995002150535583
45,2025-08-12T23:05:43.359568,0.0,33.54438018798828,7.125653266906738,9.786574415999466,-0.004824582630787333,9.786382675170898,-0.06126120314002037,True,,1.930910072229204,8.936965934733927,False,False,False,0.059918222273224166,,"('>>', '>>>', 0)",0,14,23.54438018798828,0.1195974044020156,40.0,,,,0.0,0.0,expert,True,1.022459842440357,unknown,True,[259],0.9485173225402832,0.168741375207901,0.0,1.0,0.10727278143167496,0.49649810791015625,0.5024122595787048,0.44730454683303833,0.49996861815452576
46,2025-08-12T23:05:43.441143,0.0,34.52544021606445,7.120441436767578,9.887539237362352,-0.005398094371535933,9.887473106384277,-0.03616270050406456,True,,1.9361219023683642,8.931754104594766,False,False,False,0.061670628264815355,,"('>>', '>>>', 0)",0,14,24.525440216064453,0.12480923454117576,40.0,,,,0.0,0.0,expert,True,1.0255539546443024,unknown,True,[259],0.9488809704780579,0.16800972819328308,0.0,1.0,0.10756232589483261,0.4962085485458374,0.5026990175247192,0.4517918527126312,0.5000506043434143
47,2025-08-12T23:05:43.526241,0.0,35.514793395996094,7.116506576538086,9.929556801822908,-0.0046817040383047015,9.929472923278809,-0.04081355780363083,True,,1.9400567625978564,8.927819244365274,False,False,False,0.06343784779338166,,"('>>', '>>>', 0)",0,14,25.514793395996094,0.12874409477066795,40.0,,,,0.0,0.0,expert,True,1.0340361855398437,unknown,True,[259],0.9490761756896973,0.16890305280685425,0.0,1.0,0.10778093338012695,0.49598994851112366,0.5023408532142639,0.453659325838089,0.500006914138794
48,2025-08-12T23:05:43.609037,0.0,36.50803756713867,7.1122846603393555,9.948974263834579,-0.004394482114739695,9.948874473571777,-0.04456020146608353,True,,1.944278678796587,8.923597328166544,False,False,False,0.06521201755548732,,"('>>', '>>>', 0)",0,14,26.508037567138672,0.13296601096939842,40.0,,,,0.0,0.0,expert,True,1.0380145553298337,unknown,True,[259],0.9487503170967102,0.1696527749300003,0.0,1.0,0.10801548510789871,0.4957554042339325,0.5021972060203552,0.4545223116874695,0.4999960958957672
49,2025-08-12T23:05:43.699043,0.0,37.504634857177734,7.106968879699707,10.023578157872953,-0.004879576907297789,10.023316383361816,-0.072441466152668,True,,1.9495944594362353,8.918281547526895,False,False,False,0.06699217678355486,,"('>>', '>>>', 0)",0,14,27.504634857177734,0.13828179160904686,40.0,,,,0.0,0.0,expert,True,1.041703391749491,unknown,True,[259],0.9485821723937988,0.16989873349666595,0.0,1.0,0.10831080377101898,0.4954600930213928,0.5024397969245911,0.4578380286693573,0.4999386966228485
50,2025-08-12T23:05:43.783990,0.0,38.509300231933594,7.101739406585693,10.133169760335162,-0.005141898274670709,10.133157730102539,-0.015614372678101063,True,,1.954823932550249,8.913052074412882,False,False,False,0.06878674752528494,,"('>>', '>>>', 0)",0,14,28.509300231933594,0.14351126472306053,40.0,,,,0.0,0.0,expert,True,1.0502646386773675,unknown,True,[259],0.9475347399711609,0.1704370081424713,0.0,1.0,0.10860133171081543,0.4951695501804352,0.5025709271430969,0.4627087712287903,0.5001052618026733
51,2025-08-12T23:05:43.859745,0.0,39.52302551269531,7.100346088409424,10.168382910340853,-0.0029395972112293833,10.16838264465332,0.002324483823031187,True,,1.9562172507265185,8.911658756236612,False,False,False,0.07059750140883463,,"('>>', '>>>', 0)",0,14,29.523025512695312,0.14490458289933006,40.0,,,,0.0,0.0,expert,True,1.0594830038582526,unknown,True,[259],0.9469480514526367,0.1713625192642212,0.0,1.0,0.10867873579263687,0.49509215354919434,0.5014697909355164,0.4642738103866577,0.5000686645507812
52,2025-08-12T23:05:43.944709,0.0,40.53985595703125,7.101681709289551,10.17394533897401,-0.000266715583171262,10.173843383789062,0.04554736614227295,True,,1.9548816298463916,8.912994377116739,False,False,False,0.07241380185130693,,"('>>', '>>>', 0)",0,14,30.53985595703125,0.1435689620192031,40.0,,,,0.0,0.0,expert,True,1.0626131983613205,unknown,True,[259],0.9466332197189331,0.17206068336963654,0.0,1.0,0.1086045354604721,0.4951663613319397,0.5001333355903625,0.46452102065086365,0.5001135468482971
53,2025-08-12T23:05:44.025739,0.0,41.55250930786133,7.105269432067871,9.977809615396401,0.002289652747196058,9.97776985168457,0.02816927246749401,True,,1.9512939070680713,8.91658209989506,False,False,False,0.07422264101365607,,"('>>', '>>>', 0)",0,14,31.552509307861328,0.1399812392408828,40.0,,,,0.0,0.0,expert,True,1.0575534940993618,unknown,True,[259],0.9444403052330017,0.17493200302124023,0.0,1.0,0.1084052175283432,0.4953656792640686,0.4988551735877991,0.45580387115478516,0.49999743700027466
54,2025-08-12T23:05:44.107392,0.0,42.55111312866211,7.108895301818848,9.979728944783842,0.00337688826222049,9.979585647583008,0.053480032831430435,True,,1.9476680373170947,8.920207969646036,False,False,False,0.0760063843817645,,"('>>', '>>>', 0)",0,14,32.55111312866211,0.13635536948990623,40.0,,,,0.0,0.0,expert,True,1.0435126010523086,unknown,True,[259],0.9468391537666321,0.1735841929912567,0.0,1.0,0.10820377618074417,0.49556711316108704,0.4983115494251251,0.45588919520378113,0.5000537037849426
55,2025-08-12T23:05:44.193017,0.0,43.54148864746094,7.113588333129883,9.663875097187757,0.0043955473791754684,9.663795471191406,0.039229899644851685,True,,1.9429750060060595,8.924901000957071,False,False,False,0.0777754300501235,,"('>>', '>>>', 0)",0,14,33.54148864746094,0.13166233817887107,40.0,,,,0.0,0.0,expert,True,1.033862956736173,unknown,True,[259],0.9463987946510315,0.1747521609067917,0.0,1.0,0.10794305801391602,0.4958278238773346,0.4978022277355194,0.4418512284755707,0.4999847114086151
56,2025-08-12T23:05:44.273897,0.0,44.50959396362305,7.1170334815979,9.683104819374744,0.004079430157783115,9.68307876586914,0.02246234565973282,True,,1.939529857538042,8.928346149425089,False,False,False,0.07950469585240123,,"('>>', '>>>', 0)",0,14,34.50959396362305,0.1282171897108535,40.0,,,,0.0,0.0,expert,True,1.0116792878492957,unknown,True,[259],0.9433388710021973,0.17741933465003967,0.0,1.0,0.10775166004896164,0.49601924419403076,0.49796029925346375,0.442705899477005,0.4999552369117737
57,2025-08-12T23:05:44.359513,0.0,45.473567962646484,7.119674205780029,9.505901423267115,0.0033059150191698805,9.505853652954102,0.030136315152049065,True,,1.936889133355913,8.930986873607218,False,False,False,0.08122658214200923,,"('>>', '>>>', 0)",0,14,35.473567962646484,0.1255764655287246,40.0,,,,0.0,0.0,expert,True,1.0067505554281395,unknown,True,[259],0.9429078698158264,0.17840111255645752,0.0,1.0,0.10760495066642761,0.496165931224823,0.49834704399108887,0.4348301887512207,0.5000030994415283
58,2025-08-12T23:05:44.443354,0.0,46.41609191894531,7.1235270500183105,9.140638790967524,0.003633616991304045,9.140466690063477,0.05609095096588135,True,,1.9330362891176318,8.934839717845499,False,False,False,0.08291015356574281,,"('>>', '>>>', 0)",0,14,36.41609191894531,0.12172362129044334,40.0,,,,0.0,0.0,expert,True,0.983656830858182,unknown,True,[259],0.9415743947029114,0.17971676588058472,0.0,1.0,0.10739090293645859,0.4963799715042114,0.4981831908226013,0.4185962975025177,0.5000660419464111
59,2025-08-12T23:05:44.532736,0.0,47.32789611816406,7.128018856048584,8.986273700417486,0.004361858391385809,8.986230850219727,0.0277511328458786,True,,1.9285444830873584,8.939331523875772,False,False,False,0.08453885221428757,,"('>>', '>>>', 0)",0,14,37.32789611816406,0.1172318152601699,40.0,,,,0.0,0.0,expert,True,0.9522424308706287,unknown,True,[259],0.9415017366409302,0.17979204654693604,0.0,1.0,0.10714136064052582,0.496629536151886,0.49781906604766846,0.4117356240749359,0.4999542236328125
60,2025-08-12T23:05:44.607848,0.0,48.227447509765625,7.130417823791504,8.999203820233925,0.003509513684506693,8.999197006225586,0.011074351146817207,True,,1.9261455153444385,8.941730491618692,False,False,False,0.08614566444113776,,"('>>', '>>>', 0)",0,14,38.227447509765625,0.11483284751724998,40.0,,,,0.0,0.0,expert,True,0.9400478087926152,unknown,True,[259],0.9414869546890259,0.17974287271499634,0.0,1.0,0.10700808465480804,0.49676281213760376,0.4982452392578125,0.41231030225753784,0.4999470114707947
61,2025-08-12T23:05:44.693669,0.0,49.113746643066406,7.13087797164917,8.433882960602823,0.0019216038845470962,8.43387222290039,-0.013458117842674255,True,,1.9256853674867724,8.942190639476358,False,False,False,0.08772880499022735,,"('>>', '>>>', 0)",0,14,39.113746643066406,0.11437269965958397,40.0,,,,0.0,0.0,expert,True,0.9242516066234939,unknown,True,[259],0.9386786222457886,0.18388652801513672,0.0,1.0,0.10698252171278,0.4967883825302124,0.4990392029285431,0.38718491792678833,0.49991825222969055
62,2025-08-12T23:05:44.776869,0.0,49.959842681884766,7.130681037902832,8.452475057154096,0.0006845655582043975,8.452461242675781,0.015281782485544682,True,,1.9258823012331103,8.94199370573002,False,False,False,0.08924013327336452,,"('>>', '>>>', 0)",0,14,39.959842681884766,0.11456963340592186,40.0,,,,0.0,0.0,expert,True,0.8841321765755528,unknown,True,[259],0.9402011036872864,0.18242551386356354,0.0,1.0,0.10699345916509628,0.49677741527557373,0.4996577203273773,0.38801124691963196,0.5000441074371338
63,2025-08-12T23:05:44.859643,0.0,50.8059196472168,7.132424354553223,8.490278594994903,0.001233576216924881,8.490238189697266,0.026193564757704735,True,,1.9241389845827197,8.943737022380411,False,False,False,0.09075142748672946,,"('>>>', '1r0_0_', 0)",0,14,0.8059196472167969,0.11282631675553123,58.58800927359859,,,,0.0,0.0,expert,True,0.8842832190095083,unknown,True,[259],0.9421780109405518,0.1803288459777832,0.0,1.0,0.10689660906791687,0.49687427282333374,0.49938321113586426,0.38969138264656067,0.5000403523445129
64,2025-08-12T23:05:44.943106,0.0,51.66069412231445,7.135307788848877,8.736313529536334,0.0022707443034555297,8.736230850219727,0.038008131086826324,True,,1.9212555502870654,8.946620456676065,False,False,False,0.09227825751624122,,"('>>>', '1r0_0_', 0)",0,14,1.6606941223144531,0.10994288245987693,58.58800927359859,,,,0.0,0.0,expert,True,0.8940878859805698,unknown,True,[259],0.9452611207962036,0.17695185542106628,0.0,1.0,0.10673642158508301,0.4970344603061676,0.49886462092399597,0.4006262719631195,0.5000454187393188
65,2025-08-12T23:05:45.025849,0.0,52.54006576538086,7.140510559082031,9.017391973364155,0.004185690285277488,9.01697063446045,0.0871698260307312,True,,1.916052780053911,8.95182322690922,False,False,False,0.09384902392404895,,"('>>>', '1r0_0_', 0)",0,14,2.5400657653808594,0.10474011222672264,58.58800927359859,,,,0.0,0.0,expert,True,0.919949906946545,unknown,True,[259],0.9454824328422546,0.17678330838680267,0.0,1.0,0.10644737631082535,0.49732351303100586,0.4979071617126465,0.4131186604499817,0.50013667345047
66,2025-08-12T23:05:45.109493,0.0,53.447078704833984,7.150561809539795,9.286472760945005,0.008004663288451397,9.28534984588623,0.1444111466407776,True,,1.9060015295961474,8.961874477366983,False,False,False,0.09546916424580405,,"('>>>', '1r0_0_', 0)",0,14,3.4470787048339844,0.09468886176895897,58.58800927359859,,,,0.0,0.0,expert,True,0.9488020668773776,unknown,True,[259],0.9444279670715332,0.1786125898361206,0.0,1.0,0.1058889701962471,0.4978819191455841,0.49599769711494446,0.42507779598236084,0.5001770257949829
67,2025-08-12T23:05:45.192797,0.0,54.378997802734375,7.1652631759643555,9.472573701970957,0.012605540387672143,9.47100830078125,0.17220425605773926,True,,1.891300163171587,8.976575843791544,False,False,False,0.09713379287616561,,"('>>>', '1r0_0_', 0)",0,14,4.378997802734375,0.07998749534439842,58.58800927359859,,,,0.0,0.0,expert,True,0.97454567955926,unknown,True,[259],0.9438526630401611,0.17886857688426971,0.0,1.0,0.10507223010063171,0.4986986517906189,0.4936974048614502,0.43334895372390747,0.500120222568512
68,2025-08-12T23:05:45.275398,0.0,55.33082580566406,7.182684421539307,9.700720939519144,0.016297880081012295,9.698796272277832,0.19322943687438965,True,,1.8738789175966357,8.993997089366495,False,False,False,0.09883398353480363,,"('>>>', '1r0_0_', 0)",0,14,5.3308258056640625,0.06256624976944725,58.58800927359859,,,,0.0,0.0,expert,True,0.9954812471575236,unknown,True,[259],0.945945143699646,0.17692965269088745,0.0,1.0,0.10410438477993011,0.4996665120124817,0.49185141921043396,0.44348883628845215,0.5000782608985901
69,2025-08-12T23:05:45.368425,0.0,56.30581283569336,7.20247220993042,9.95180496831528,0.01905425180924425,9.949389457702637,0.21925224363803864,True,,1.8540911292055224,9.013784877757608,False,False,False,0.10057554171090984,,"('>>>', '1r0_0_', 0)",0,14,6.305812835693359,0.042778461378333965,58.58800927359859,,,,0.0,0.0,expert,True,1.0197701523867155,unknown,True,[259],0.9450337290763855,0.17937123775482178,0.0,1.0,0.1030050590634346,0.5007658004760742,0.4904734492301941,0.45464810729026794,0.500068724155426
70,2025-08-12T23:05:45.442376,0.0,57.305416107177734,7.225121974945068,10.18871123350256,0.021531124781072997,10.185565948486328,0.2531460225582123,True,,1.831441364190874,9.036434642772257,False,False,False,0.10236107033508426,,"('>>>', '1r0_0_', 0)",0,14,7.305416107177734,0.020128696363685528,58.58800927359859,,,,0.0,0.0,expert,True,1.0454524720351366,unknown,True,[259],0.9435136318206787,0.18054549396038055,0.0,1.0,0.10174674540758133,0.5020241737365723,0.4892352819442749,0.4651772975921631,0.5000790357589722
71,2025-08-12T23:05:45.535077,0.0,58.32625961303711,7.249207973480225,10.322482676826553,0.023114773523287724,10.320023536682129,0.22530604898929596,True,,1.8073553656557177,9.060520641307413,False,False,False,0.10418453905763835,,"('>>>', '1r0_0_', 0)",0,14,8.32625961303711,-0.003957302171470722,58.58800927359859,,,,0.0,0.0,expert,True,1.0672946779050945,unknown,True,[259],0.9426772594451904,0.18159866333007812,0.0,1.0,0.1004086285829544,0.503362238407135,0.48844364285469055,0.471122682094574,0.49995508790016174
72,2025-08-12T23:05:45.609383,0.0,59.36140823364258,7.271656513214111,10.475792819593531,0.022485734873811225,10.473511695861816,0.21860456466674805,True,,1.784906825921831,9.0829691810413,False,False,False,0.10603356010938131,,"('>>>', '1r0_0_', 0)",0,14,9.361408233642578,-0.02640584190535744,58.58800927359859,,,,0.0,0.0,expert,True,1.0822896882936397,unknown,True,[259],0.9426229596138,0.1819225251674652,0.0,1.0,0.09916149079799652,0.5046094059944153,0.4887580871582031,0.4779364764690399,0.4999631941318512
73,2025-08-12T23:05:45.696839,0.0,60.41165542602539,7.293060779571533,10.62175978189335,0.021203023334774862,10.619865417480469,0.20059755444526672,True,,1.7635025595644092,9.104373447398721,False,False,False,0.10790955079283883,,"('>>>', '1r0_0_', 0)",0,14,10.41165542602539,-0.047810108262779316,58.58800927359859,,,,0.0,0.0,expert,True,1.0980451114013325,unknown,True,[259],0.9429555535316467,0.18327538669109344,0.0,1.0,0.09797236323356628,0.5057985186576843,0.4893992841243744,0.4844239056110382,0.4999448359012604
74,2025-08-12T23:05:45.776575,0.0,61.4769287109375,7.313902854919434,10.783630042763427,0.020049208792498163,10.781391143798828,0.2197314351797104,True,,1.7426604842165088,9.125215522746622,False,False,False,0.10981238164287635,,"('>>>', '1r0_0_', 0)",0,14,11.4769287109375,-0.0686521836106797,58.58800927359859,,,,0.0,0.0,expert,True,1.1137996201045448,unknown,True,[259],0.9449439644813538,0.1811765432357788,0.0,1.0,0.09681446850299835,0.5069563984870911,0.48997607827186584,0.4916181266307831,0.500015914440155
75,2025-08-12T23:05:45.859180,0.0,62.55723571777344,7.334525108337402,10.899880993688635,0.01932070107630679,10.89841365814209,0.1788446605205536,True,,1.72203823079854,9.14583777616459,False,False,False,0.11174206628740277,,"('>>>', '1r0_0_', 0)",0,14,12.557235717773438,-0.08927443702864846,58.58800927359859,,,,0.0,0.0,expert,True,1.1293564713075364,unknown,True,[259],0.9444588422775269,0.1820089966058731,0.0,1.0,0.09566879272460938,0.5081021189689636,0.4903402626514435,0.49678483605384827,0.4999212324619293
76,2025-08-12T23:05:45.943014,0.0,63.64942169189453,7.349486827850342,11.01574362404586,0.015727564133571903,11.015490531921387,0.0746721625328064,True,,1.7070765112856006,9.16079949567753,False,False,False,0.11369296958608763,,"('>>>', '1r0_0_', 0)",0,14,13.649421691894531,-0.10423615654158791,58.58800927359859,,,,0.0,0.0,expert,True,1.1417568204293,unknown,True,[259],0.9443865418434143,0.1818685382604599,0.0,1.0,0.09483758360147476,0.5089333057403564,0.49213653802871704,0.501934289932251,0.49977102875709534
77,2025-08-12T23:05:46.026842,0.0,64.75321960449219,7.356756687164307,11.128923155698574,0.00950109350496664,11.128863334655762,0.03648950532078743,True,,1.6998066519716357,9.168069354991495,False,False,False,0.11566461456211942,,"('>>>', '1r0_0_', 0)",0,14,14.753219604492188,-0.11150601585555275,58.58800927359859,,,,0.0,0.0,expert,True,1.1538780667982997,unknown,True,[259],0.9443269968032837,0.18172122538089752,0.0,1.0,0.09443370252847672,0.5093371868133545,0.49524953961372375,0.5069645047187805,0.4998666048049927
78,2025-08-12T23:05:46.143164,0.0,65.8683853149414,7.360490322113037,11.242648894339629,0.004859070566904045,11.242630958557129,0.020082108676433563,True,,1.6960730170229052,9.171802989940225,False,False,False,0.11765656512241329,,"('>>>', '1r0_0_', 0)",0,14,15.868385314941406,-0.11523965080428322,58.58800927359859,,,,0.0,0.0,expert,True,1.1657576304737471,unknown,True,[259],0.9432249069213867,0.1845860481262207,0.0,1.0,0.09422627836465836,0.5095446109771729,0.4975704848766327,0.5120189785957336,0.49993792176246643
79,2025-08-12T23:05:46.227078,0.0,66.9945297241211,7.360855579376221,11.33979895389382,0.0013318468611487333,11.339716911315918,-0.04313566908240318,True,,1.6957077597597217,9.172168247203409,False,False,False,0.11966812624361534,,"('>>>', '1r0_0_', 0)",0,14,16.994529724121094,-0.11560490806746682,58.58800927359859,,,,0.0,0.0,expert,True,1.1771735044722096,unknown,True,[259],0.9429062008857727,0.18537116050720215,0.0,1.0,0.09420598298311234,0.5095648765563965,0.49933406710624695,0.5163367390632629,0.4998713731765747
80,2025-08-12T23:05:46.310401,0.0,68.12983703613281,7.3556928634643555,11.412188260822347,-0.002990596746104579,11.411833763122559,-0.08995033800601959,True,,1.700870475671587,9.167005531291544,False,False,False,0.12169605448340716,,"('>>>', '1r0_0_', 0)",0,14,18.129837036132812,-0.11044219215560158,58.58800927359859,,,,0.0,0.0,expert,True,1.1866621591854194,unknown,True,[259],0.9426174163818359,0.18588687479496002,0.0,1.0,0.09449280053377151,0.5092780590057373,0.5014953017234802,0.5195540189743042,0.4998854994773865
81,2025-08-12T23:05:46.393010,0.0,69.27176666259766,7.345118999481201,11.456162205986303,-0.007640609167437695,11.455063819885254,-0.1586359739303589,True,,1.7114443396547412,9.15643166730839,False,False,False,0.12373581174812483,,"('>>>', '1r0_0_', 0)",0,14,19.271766662597656,-0.09986832817244728,58.58800927359859,,,,0.0,0.0,expert,True,1.193482356391782,unknown,True,[259],0.9422734379768372,0.18661126494407654,0.0,1.0,0.09508024156093597,0.5086906552314758,0.5038202404975891,0.5215084552764893,0.499849796295166
82,2025-08-12T23:05:46.476674,0.0,70.41863250732422,7.330410480499268,11.519693666622162,-0.011666776103419707,11.518786430358887,-0.14457297325134277,True,,1.7261528586366748,9.141723148326456,False,False,False,0.12578438626990127,,"('>>>', '1r0_0_', 0)",0,14,20.41863250732422,-0.08515980919051369,58.58800927359859,,,,0.0,0.0,expert,True,1.1987044662263622,unknown,True,[259],0.9422422647476196,0.1868329644203186,0.0,1.0,0.0958973839879036,0.50787353515625,0.5058332681655884,0.5243320465087891,0.4999975562095642
83,2025-08-12T23:05:46.558858,0.0,71.57228088378906,7.315723896026611,11.604124120478787,-0.012868660703372115,11.60311222076416,-0.15324293076992035,True,,1.740839443109331,9.1270365638538,False,False,False,0.12784507600269046,,"('>>>', '1r0_0_', 0)",0,14,21.572280883789062,-0.07047322471785744,58.58800927359859,,,,0.0,0.0,expert,True,1.2058669350069984,unknown,True,[259],0.9395629167556763,0.19117411971092224,0.0,1.0,0.09671330451965332,0.5070576071739197,0.5064341425895691,0.5280845165252686,0.499991238117218
84,2025-08-12T23:05:46.642418,0.0,72.72789764404297,7.299550533294678,11.423099845697768,-0.013853497674483073,11.421648025512695,-0.18211662769317627,True,,1.7570128058412646,9.110863201121866,False,False,False,0.12990928173597605,,"('>>>', '1r0_0_', 0)",0,14,22.72789764404297,-0.05429986198592385,58.58800927359859,,,,0.0,0.0,expert,True,1.2070207095595462,unknown,True,[259],0.93868488073349,0.19306056201457977,0.0,1.0,0.09761182218790054,0.5061590671539307,0.5069265365600586,0.5200390219688416,0.4999430179595947
85,2025-08-12T23:05:46.727410,0.0,73.8708267211914,7.282342910766602,11.424376860483862,-0.014840198858357745,11.42327880859375,-0.15839163959026337,True,,1.7742204283693408,9.09365557859379,False,False,False,0.1319508242567597,,"('>>>', '1r0_0_', 0)",0,14,23.870826721191406,-0.037092239457847676,58.58800927359859,,,,0.0,0.0,expert,True,1.194338773020615,unknown,True,[259],0.9386617541313171,0.19313980638980865,0.0,1.0,0.09856779873371124,0.5052030682563782,0.5074198246002197,0.5200957655906677,0.5000339150428772
86,2025-08-12T23:05:46.808768,0.0,75.01319885253906,7.26613187789917,11.42662306358202,-0.014508901618751402,11.425426483154297,-0.1653611660003662,True,,1.7904314612367724,9.077444545726358,False,False,False,0.13399137194019362,,"('>>>', '1r0_0_', 0)",0,14,25.013198852539062,-0.020881206590416035,58.58800927359859,,,,0.0,0.0,expert,True,1.1937919351337754,unknown,True,[259],0.935860276222229,0.19734933972358704,0.0,1.0,0.0994684174656868,0.5043025016784668,0.5072541832923889,0.5201956033706665,0.499997079372406
87,2025-08-12T23:05:46.893071,0.0,76.13645935058594,7.253122329711914,10.623925964884592,-0.012658004661146194,10.62379264831543,-0.053222861140966415,True,,1.8034410094240283,9.064434997539102,False,False,False,0.13599778171183116,,"('>>>', '1r0_0_', 0)",0,14,26.136459350585938,-0.007871658403160176,58.58800927359859,,,,0.0,0.0,expert,True,1.1710681648888557,unknown,True,[259],0.9351564049720764,0.1989538073539734,0.0,1.0,0.10019116848707199,0.5035797357559204,0.506328821182251,0.48452016711235046,0.5002041459083557
88,2025-08-12T23:05:46.976627,0.0,77.19697570800781,7.24915885925293,10.413607839321063,-0.007019160527067747,10.413595199584961,0.016224991530179977,True,,1.8074044798830127,9.060471527080118,False,False,False,0.13789211556066908,,"('>>>', '1r0_0_', 0)",0,14,27.196975708007812,-0.0039081879441758005,58.58800927359859,,,,0.0,0.0,expert,True,1.1073775926988199,unknown,True,[259],0.9352411031723022,0.19847224652767181,0.0,1.0,0.10041136294603348,0.5033595561981201,0.5035095810890198,0.4751726984977722,0.5001984238624573
89,2025-08-12T23:05:47.058951,0.0,78.22859954833984,7.247865200042725,9.973425467825187,-0.002869822390669796,9.973292350769043,-0.05152910202741623,True,,1.8086981390932177,9.059177867869913,False,False,False,0.1397348405184999,,"('>>>', '1r0_0_', 0)",0,14,28.228599548339844,-0.0026145287339707224,58.58800927359859,,,,0.0,0.0,expert,True,1.0765042549372446,unknown,True,[259],0.9347859621047974,0.19964563846588135,0.0,1.0,0.1004832312464714,0.503287672996521,0.5014349222183228,0.4556090235710144,0.4999140799045563
90,2025-08-12T23:05:47.142958,0.0,79.22807312011719,7.241240501403809,9.990133743845746,-0.004399941594974699,9.989566802978516,-0.10642983019351959,True,,1.8153228377321338,9.052553169230997,False,False,False,0.141520137468223,,"('>>>', '1r0_0_', 0)",0,14,29.228073120117188,0.004010169904945293,58.58800927359859,,,,0.0,0.0,expert,True,1.0444291736246496,unknown,True,[259],0.9349282383918762,0.1995684802532196,0.0,1.0,0.10085126757621765,0.502919614315033,0.5021999478340149,0.456351637840271,0.4998486638069153
91,2025-08-12T23:05:47.225868,0.0,80.22715759277344,7.230319023132324,9.998609641491704,-0.008202935631607566,9.997735023498535,-0.13224659860134125,True,,1.8262443160036181,9.041631690959512,False,False,False,0.1433047393945922,,"('>>>', '1r0_0_', 0)",0,14,30.227157592773438,0.014931648176429668,58.58800927359859,,,,0.0,0.0,expert,True,1.0440782160429627,unknown,True,[259],0.9348414540290833,0.19959671795368195,0.0,1.0,0.10145802050828934,0.5023128986358643,0.5041013956069946,0.45672833919525146,0.49989137053489685
92,2025-08-12T23:05:47.314496,0.0,81.22367858886719,7.217929840087891,9.864520031421565,-0.011066366435660946,9.863821983337402,-0.11735131591558456,True,,1.8386334990480517,9.029242507915079,False,False,False,0.14508476234357073,,"('>>>', '1r0_0_', 0)",0,14,31.223678588867188,0.027320831220863262,58.58800927359859,,,,0.0,0.0,expert,True,1.040911336235147,unknown,True,[259],0.9345501661300659,0.20036523044109344,0.0,1.0,0.10214630514383316,0.501624584197998,0.5055330991744995,0.4507687985897064,0.49999234080314636
93,2025-08-12T23:05:47.393867,0.0,82.20016479492188,7.2049970626831055,9.430734564590683,-0.012706607351040233,9.42947006225586,-0.15443047881126404,True,,1.851566276452837,9.016309730510294,False,False,False,0.14682899840377595,,"('>>>', '1r0_0_', 0)",0,14,32.200164794921875,0.04025360862564842,58.58800927359859,,,,0.0,0.0,expert,True,1.0189245115953456,unknown,True,[259],0.9341191649436951,0.2015007585287094,0.0,1.0,0.10286479443311691,0.5009061098098755,0.5063531398773193,0.4314894378185272,0.49990302324295044
94,2025-08-12T23:05:47.475410,0.0,83.14380645751953,7.188889980316162,9.387903393853064,-0.015367771070302183,9.38608169555664,-0.1849338710308075,True,,1.8676733588197802,9.00020264814335,False,False,False,0.14851456631616347,,"('>>>', '1r0_0_', 0)",0,14,33.14380645751953,0.05636069099259178,58.58800927359859,,,,0.0,0.0,expert,True,0.985887227869995,unknown,True,[259],0.9342927932739258,0.20102117955684662,0.0,1.0,0.10375963151454926,0.5000112652778625,0.5076835751533508,0.42958584427833557,0.4998992681503296
95,2025-08-12T23:05:47.559860,0.0,84.08197021484375,7.171452522277832,9.361526443951819,-0.017466741483447734,9.36012077331543,-0.16222351789474487,True,,1.8851108168581103,8.98276519010502,False,False,False,0.1501903493899603,,"('>>>', '1r0_0_', 0)",0,14,34.08197021484375,0.07379814903092186,58.58800927359859,,,,0.0,0.0,expert,True,0.9802906263220019,unknown,True,[259],0.9342138767242432,0.20127129554748535,0.0,1.0,0.10472837835550308,0.4990425109863281,0.5087329149246216,0.4284135103225708,0.5000191926956177
