step,timestamp,simulation_time,pos_x,pos_y,speed,heading,velocity_x,velocity_y,on_lane,out_of_road,dist_to_left_side,dist_to_right_side,crash_vehicle,crash_object,crash_sidewalk,nav_route_completion,nav_distance_to_dest,nav_current_lane,nav_route_length,nav_checkpoints_count,lane_longitudinal_pos,lane_lateral_pos,lane_length,custom_dest_x,custom_dest_y,distance_to_custom_dest,action_steering,action_throttle,action_source,action_success,reward,control_mode,expert_takeover,obs_shape,obs_mean,obs_std,obs_min,obs_max,obs_0_speed_related,obs_1_steering_related,obs_2,obs_3,obs_4
42,2025-08-12T22:39:22.523710,4.300000000000001,235.0433807373047,6.743613243103027,0.0023560613042348994,0.013467472474475883,0.0023551853373646736,-6.424092134693637e-05,True,,2.0063867568969727,8.493613243103027,False,False,False,0.4455614315773373,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58198547363281,0.25638675689697266,75.58282470703125,637.2861328125,-0.2431640625,402.30342610291694,-0.10372450202703476,-0.1813223659992218,expert,True,-3.517409131844295e-05,unknown,True,[259],0.9500393271446228,0.1883653849363327,0.0,1.0,0.1114659309387207,0.4718674123287201,0.4932664632797241,0.012450393289327621,0.49912282824516296
43,2025-08-12T22:39:22.525487,4.4,235.0440216064453,6.7435994148254395,0.025347827861921725,0.013454289827080856,0.025340547785162926,-0.0006074662669561803,True,,2.0064005851745605,8.49359941482544,False,False,False,0.44556264644486876,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58262634277344,0.25640058517456055,75.58282470703125,637.2861328125,-0.2431640625,402.30278509027517,-0.10715244710445404,0.09716720134019852,expert,True,0.0007549343660036478,unknown,True,[259],0.9503294229507446,0.18766534328460693,0.0,1.0,0.11146669834852219,0.471866637468338,0.4932730495929718,0.013472248800098896,0.49916306138038635
44,2025-08-12T22:39:22.527238,4.5,235.04559326171875,6.743554592132568,0.006180629203940375,0.013411279775475293,0.006174163892865181,-0.0002826262207236141,True,,2.0064454078674316,8.493554592132568,False,False,False,0.4455656257628627,,"('2S0_0_', '3S0_0_', 0)",0,11,38.584197998046875,0.25644540786743164,75.58282470703125,637.2861328125,-0.2431640625,402.30121289360113,-0.10844868421554565,-0.18740451335906982,expert,True,0.0015994681048552316,unknown,True,[259],0.9501358270645142,0.18811504542827606,0.0,1.0,0.11146918684244156,0.47186413407325745,0.4932945668697357,0.012620373629033566,0.49921494722366333
45,2025-08-12T22:39:22.528930,4.6,235.04580688476562,6.743539333343506,0.002399600260681472,0.013411412933530542,-0.0023978762328624725,9.09449445316568e-05,True,,2.006460666656494,8.493539333343506,False,False,False,0.44556603071870654,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58441162109375,0.25646066665649414,75.58282470703125,637.2861328125,-0.2431640625,402.30099903777455,-0.12472610920667648,-0.029336974024772644,expert,True,0.00022442124804806664,unknown,True,[259],0.949480414390564,0.19001798331737518,0.0,1.0,0.11147003620862961,0.4718632996082306,0.49329450726509094,0.012452327646315098,0.4992572069168091
46,2025-08-12T22:39:22.530642,4.699999999999999,235.0459747314453,6.7435407638549805,0.0041800227635521835,0.013409681878821189,0.00417991541326046,-2.9957333026686683e-05,True,,2.0064592361450195,8.49354076385498,False,False,False,0.4455663488982981,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58457946777344,0.25645923614501953,75.58282470703125,637.2861328125,-0.2431640625,402.3008312412522,-0.08186164498329163,-0.48178982734680176,expert,True,0.00018665678212348484,unknown,True,[259],0.949779748916626,0.18908224999904633,0.0,1.0,0.11146995425224304,0.47186338901519775,0.4932953715324402,0.012531457468867302,0.4992881417274475
47,2025-08-12T22:39:22.532336,4.799999999999999,235.0459442138672,6.743544578552246,0.0030910244197371035,0.013408616614385416,-0.003090448444709182,5.966886965325102e-05,True,,2.006455421447754,8.493544578552246,False,False,False,0.44556629104746326,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58454895019531,0.2564554214477539,75.58282470703125,637.2861328125,-0.2431640625,402.30086182047717,-0.103254534304142,0.15198661386966705,expert,True,-1.6607968236183035e-05,unknown,True,[259],0.949777364730835,0.18909016251564026,0.0,1.0,0.11146974563598633,0.47186359763145447,0.4932958781719208,0.01248305756598711,0.49929627776145935
48,2025-08-12T22:39:22.535059,4.899999999999999,235.04605102539062,6.743541717529297,0.0041780578428717565,0.013404355556641434,0.004175847861915827,-0.00013587484136223793,True,,2.006458282470703,8.493541717529297,False,False,False,0.4455664935253852,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58465576171875,0.2564582824707031,75.58282470703125,637.2861328125,-0.2431640625,402.3007549753755,-0.09124290198087692,-0.3137282133102417,expert,True,0.00012561278373042292,unknown,True,[259],0.94974684715271,0.18916372954845428,0.0,1.0,0.11146990209817886,0.47186341881752014,0.4932980239391327,0.012531370855867863,0.49908360838890076
49,2025-08-12T22:39:22.536791,4.999999999999998,235.0460205078125,6.743540287017822,0.003089032315997395,0.013403157134150412,-0.003087914315983653,8.310130215249956e-05,True,,2.0064597129821777,8.493540287017822,False,False,False,0.44556643567455034,,"('2S0_0_', '3S0_0_', 0)",0,11,38.584625244140625,0.25645971298217773,75.58282470703125,637.2861328125,-0.2431640625,402.3007854635076,-0.13424114882946014,-0.46422719955444336,expert,True,-1.661693270301172e-05,unknown,True,[259],0.9497785568237305,0.18906770646572113,0.0,1.0,0.11146998405456543,0.47186335921287537,0.49329861998558044,0.012482969090342522,0.49896860122680664
50,2025-08-12T22:39:22.539527,5.099999999999998,235.04612731933594,6.74353551864624,0.004179108535396349,0.013400627131115783,0.004177673254162073,-0.00010951863805530593,True,,2.0064644813537598,8.49353551864624,False,False,False,0.44556663815247227,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58473205566406,0.25646448135375977,75.58282470703125,637.2861328125,-0.2431640625,402.30067858528133,-0.09355044364929199,0.007073551416397095,expert,True,0.00012561751184678356,unknown,True,[259],0.9493212699890137,0.1905272901058197,0.0,1.0,0.11147025227546692,0.4718630909919739,0.4932999014854431,0.012531417421996593,0.4990854859352112
51,2025-08-12T22:39:22.542704,5.1999999999999975,235.0460968017578,6.74353551864624,0.0030898452611057953,0.013399828182787843,-0.0030890770722180605,6.889542419230565e-05,True,,2.0064644813537598,8.49353551864624,False,False,False,0.4455665803016374,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58470153808594,0.25646448135375977,75.58282470703125,637.2861328125,-0.2431640625,402.30070909825696,-0.09653432667255402,-0.011746704578399658,expert,True,-1.6613274450023924e-05,unknown,True,[259],0.9498692750930786,0.1888195127248764,0.0,1.0,0.11147025227546692,0.4718630909919739,0.49330028891563416,0.012483005411922932,0.4991850256919861
52,2025-08-12T22:39:22.544441,5.299999999999997,235.04620361328125,6.743533134460449,0.004179961559973013,0.013397431337807575,0.004179288167506456,-7.502703374484554e-05,True,,2.006466865539551,8.49353313446045,False,False,False,0.44556678277955936,,"('2S0_0_', '3S0_0_', 0)",0,11,38.584808349609375,0.2564668655395508,75.58282470703125,637.2861328125,-0.2431640625,402.3006022614365,-0.12095513194799423,0.3471934199333191,expert,True,0.00012562135045737855,unknown,True,[259],0.9499112963676453,0.18870557844638824,0.0,1.0,0.11147037893533707,0.47186294198036194,0.49330148100852966,0.012531454674899578,0.4992791712284088
53,2025-08-12T22:39:22.546174,5.399999999999997,235.0470428466797,6.743513584136963,0.0279640996695844,0.013378656052122295,0.027953969314694405,-0.0007526419358327985,True,,2.006486415863037,8.493513584136963,False,False,False,0.4455683736775173,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58564758300781,0.2564864158630371,75.58282470703125,637.2861328125,-0.2431640625,402.2997628150796,-0.08145434409379959,0.09926155209541321,expert,True,0.0009650718469506298,unknown,True,[259],0.9503194689750671,0.18769319355487823,0.0,1.0,0.11147146672010422,0.471861869096756,0.4933108687400818,0.013588528148829937,0.49909448623657227
54,2025-08-12T22:39:22.548090,5.4999999999999964,235.049072265625,6.743454933166504,0.00024293748891570247,0.013322063878957735,6.849150668131188e-05,-0.00023308268282562494,True,,2.006545066833496,8.493454933166504,False,False,False,0.44557222075803365,,"('2S0_0_', '3S0_0_', 0)",0,11,38.587677001953125,0.2565450668334961,75.58282470703125,637.2861328125,-0.2431640625,402.29773268361953,-0.09100541472434998,0.12593385577201843,expert,True,0.0020305121640126207,unknown,True,[259],0.9501748085021973,0.18801555037498474,0.0,1.0,0.11147472262382507,0.4718586206436157,0.4933391511440277,0.012356475926935673,0.4993421733379364
55,2025-08-12T22:39:22.551055,5.599999999999996,235.0497283935547,6.743420600891113,0.022322676947489326,0.01329756279692873,0.022312460467219353,-0.0006752880872227252,True,,2.0065793991088867,8.493420600891113,False,False,False,0.44557346455098257,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58833312988281,0.2565793991088867,75.58282470703125,637.2861328125,-0.2431640625,402.29707605840247,-0.09182039648294449,-0.04685237631201744,expert,True,0.000756579975951202,unknown,True,[259],0.9502734541893005,0.1878136247396469,0.0,1.0,0.11147662997245789,0.4718567132949829,0.49335139989852905,0.013337798416614532,0.49894848465919495
56,2025-08-12T22:39:22.552918,5.699999999999996,235.04937744140625,6.743404388427734,0.039293786274295035,0.013283181727042681,-0.039288125932216644,0.000666933658067137,True,,2.0065956115722656,8.493404388427734,False,False,False,0.445572799266382,,"('2S0_0_', '3S0_0_', 0)",0,11,38.587982177734375,0.2565956115722656,75.58282470703125,637.2861328125,-0.2431640625,402.29742667606587,-0.11218913644552231,-0.10845141112804413,expert,True,-0.0001741301102031723,unknown,True,[259],0.949831485748291,0.18891702592372894,0.0,1.0,0.11147753149271011,0.4718557894229889,0.4933586120605469,0.014092069119215012,0.4992770552635193
57,2025-08-12T22:39:22.554657,5.799999999999995,235.0475616455078,6.743434906005859,0.0029437969382807372,0.01331687071483234,-0.002933983225375414,0.00024017253599595279,True,,2.0065650939941406,8.49343490600586,False,False,False,0.4455693571417094,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58616638183594,0.2565650939941406,75.58282470703125,637.2861328125,-0.2431640625,402.2992427281092,-0.10057182610034943,-0.59153813123703,expert,True,-0.0018025488122152366,unknown,True,[259],0.9500792622566223,0.1882568746805191,0.0,1.0,0.11147584021091461,0.471857488155365,0.4933417737483978,0.012476514093577862,0.49926477670669556
58,2025-08-12T22:39:22.556433,5.899999999999995,235.0470733642578,6.743458271026611,0.00367434276372236,0.013325525988374665,-0.0036732761655002832,8.852659084368497e-05,True,,2.0065417289733887,8.493458271026611,False,False,False,0.44556843152835207,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58567810058594,0.25654172897338867,75.58282470703125,637.2861328125,-0.2431640625,402.2997313414935,-0.08752991259098053,-0.1629776954650879,expert,True,-0.00047174670756324936,unknown,True,[259],0.9497273564338684,0.18922097980976105,0.0,1.0,0.11147454380989075,0.47185879945755005,0.4933374226093292,0.012508982792496681,0.49908483028411865
59,2025-08-12T22:39:22.558207,5.999999999999995,235.0470733642578,6.74345588684082,0.0035956427907832427,0.013322063878957735,0.003591675078496337,-0.00016887039237190038,True,,2.0065441131591797,8.49345588684082,False,False,False,0.44556843152835207,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58567810058594,0.2565441131591797,75.58282470703125,637.2861328125,-0.2431640625,402.299731300088,-0.1158488392829895,-0.18627895414829254,expert,True,1.6180392558524594e-05,unknown,True,[259],0.9498621225357056,0.1888340711593628,0.0,1.0,0.1114746704697609,0.4718586504459381,0.4933391511440277,0.012505485676229,0.4989442527294159
60,2025-08-12T22:39:22.560976,6.099999999999994,235.0484619140625,6.743414878845215,0.05254778616385449,0.013289040681440767,0.05252581834793091,-0.0015192885184660554,True,,2.006585121154785,8.493414878845215,False,False,False,0.445571063741337,,"('2S0_0_', '3S0_0_', 0)",0,11,38.587066650390625,0.25658512115478516,75.58282470703125,637.2861328125,-0.2431640625,402.2983422475208,-0.11142619699239731,-0.27570098638534546,expert,True,0.0016250148424248453,unknown,True,[259],0.9504914283752441,0.1873321384191513,0.0,1.0,0.11147695034742355,0.47185638546943665,0.4933556616306305,0.01468113623559475,0.4990570843219757
61,2025-08-12T22:39:22.562655,6.199999999999994,235.05087280273438,6.743325710296631,0.02461298203117512,0.013226190079715039,0.0245995931327343,-0.0008117278921417892,True,,2.006674289703369,8.49332571029663,False,False,False,0.44557563395728883,,"('2S0_0_', '3S0_0_', 0)",0,11,38.5894775390625,0.25667428970336914,75.58282470703125,637.2861328125,-0.2431640625,402.29593017388225,-0.09480883181095123,0.19501319527626038,expert,True,0.002521647091015288,unknown,True,[259],0.9499310255050659,0.18863451480865479,0.0,1.0,0.11148190498352051,0.4718514382839203,0.4933871030807495,0.01343958918005228,0.499108225107193
62,2025-08-12T22:39:22.564527,6.299999999999994,235.05072021484375,6.743316650390625,0.04242951769604957,0.01322232849613414,-0.04241901636123657,0.0009439400746487081,True,,2.006683349609375,8.493316650390625,False,False,False,0.44557534470311466,,"('2S0_0_', '3S0_0_', 0)",0,11,38.589324951171875,0.256683349609375,75.58282470703125,637.2861328125,-0.2431640625,402.29608258142207,-0.09266902506351471,-0.5135208368301392,expert,True,3.8344939007223076e-05,unknown,True,[259],0.9495317935943604,0.18982985615730286,0.0,1.0,0.1114824116230011,0.4718509316444397,0.4933890402317047,0.014231435023248196,0.49921339750289917
63,2025-08-12T22:39:22.566207,6.399999999999993,235.04933166503906,6.743349552154541,0.014617956507252882,0.013247362210380587,-0.014606448821723461,0.0005799183272756636,True,,2.006650447845459,8.493349552154541,False,False,False,0.44557271249012975,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58793640136719,0.256650447845459,75.58282470703125,637.2861328125,-0.2431640625,402.29747149320957,-0.09191463142633438,-0.2335844337940216,expert,True,-0.001322769000404862,unknown,True,[259],0.9503433108329773,0.18764857947826385,0.0,1.0,0.11148057878017426,0.47185274958610535,0.4933765232563019,0.012995366007089615,0.4990866780281067
64,2025-08-12T22:39:22.568450,6.499999999999993,235.04833984375,6.7433953285217285,0.006087286598200932,0.01327958645957139,-0.006082951091229916,0.00022970448480919003,True,,2.0066046714782715,8.493395328521729,False,False,False,0.44557083233799766,,"('2S0_0_', '3S0_0_', 0)",0,11,38.586944580078125,0.2566046714782715,75.58282470703125,637.2861328125,-0.2431640625,402.2984639599004,-0.0925503745675087,-0.0843500941991806,expert,True,-0.0009644284993705958,unknown,True,[259],0.9497788548469543,0.18906855583190918,0.0,1.0,0.1114780381321907,0.4718552827835083,0.49336040019989014,0.012616225518286228,0.4990970194339752
65,2025-08-12T22:39:22.570157,6.5999999999999925,235.0481719970703,6.743403434753418,0.0027896729970301303,0.013280252249844082,0.002786282915621996,-0.0001374879793729633,True,,2.006596565246582,8.493403434753418,False,False,False,0.4455705141584061,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58677673339844,0.25659656524658203,75.58282470703125,637.2861328125,-0.2431640625,402.29863192204476,-0.09486828744411469,-0.1617625504732132,expert,True,-0.00015529315120086442,unknown,True,[259],0.9500300884246826,0.18839207291603088,0.0,1.0,0.11147758364677429,0.4718557596206665,0.49336007237434387,0.012469664216041565,0.49901676177978516
66,2025-08-12T22:39:22.571988,6.699999999999992,235.0480194091797,6.743401050567627,0.004476902763474875,0.013281450672334216,-0.004476584494113922,5.3381838370114565e-05,True,,2.006598949432373,8.493401050567627,False,False,False,0.4455702249042319,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58662414550781,0.25659894943237305,75.58282470703125,637.2861328125,-0.2431640625,402.2987844455182,-0.07295133918523788,0.13404631614685059,expert,True,-0.00013244182818936305,unknown,True,[259],0.9495571851730347,0.1897464394569397,0.0,1.0,0.11147771775722504,0.47185561060905457,0.4933594763278961,0.012544652447104454,0.4991195499897003
67,2025-08-12T22:39:22.573919,6.799999999999992,235.0480194091797,6.7433977127075195,0.00279329619788548,0.013283847517315372,0.002793046412989497,-3.735483915079385e-05,True,,2.0066022872924805,8.49339771270752,False,False,False,0.4455702249042319,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58662414550781,0.25660228729248047,75.58282470703125,637.2861328125,-0.2431640625,402.2987843875509,-0.07123003900051117,0.07081994414329529,expert,True,1.256983289048466e-05,unknown,True,[259],0.9497823715209961,0.18908512592315674,0.0,1.0,0.11147790402173996,0.47185543179512024,0.4933582842350006,0.012469825334846973,0.49940648674964905
68,2025-08-12T22:39:22.575861,6.8999999999999915,235.04786682128906,6.743401527404785,0.004476776245208051,0.013288508049223324,-0.00447505246847868,0.00012422139116097242,True,,2.006598472595215,8.493401527404785,False,False,False,0.44556993565005776,,"('2S0_0_', '3S0_0_', 0)",0,11,38.58647155761719,0.25659847259521484,75.58282470703125,637.2861328125,-0.2431640625,402.298937018678,-0.10302791744470596,-0.5771437287330627,expert,True,-0.00013244239752156377,unknown,True,[259],0.9496464729309082,0.1894713193178177,0.0,1.0,0.11147769540548325,0.47185564041137695,0.493355929851532,0.012544646859169006,0.49915939569473267
69,2025-08-12T22:39:22.577554,6.999999999999991,235.04953002929688,6.743371963500977,0.07717517365646559,0.013258813803068037,0.07715893536806107,-0.0015830735210329294,True,,2.0066280364990234,8.493371963500977,False,False,False,0.44557308852055616,,"('2S0_0_', '3S0_0_', 0)",0,11,38.588134765625,0.25662803649902344,75.58282470703125,637.2861328125,-0.2431640625,402.29727354807534,-0.0765833854675293,-0.3680289685726166,expert,True,0.002010496289266595,unknown,True,[259],0.9507635831832886,0.1867997646331787,0.0,1.0,0.11147933453321457,0.47185400128364563,0.49337080121040344,0.015775686129927635,0.49922481179237366
70,2025-08-12T22:39:22.580157,7.099999999999991,235.0577392578125,6.743170738220215,0.11139298119950398,0.013063470937111354,0.11133977025747299,-0.0034426471684128046,True,,2.006829261779785,8.493170738220215,False,False,False,0.44558865039512624,,"('2S0_0_', '3S0_0_', 0)",0,11,38.596343994140625,0.25682926177978516,75.58282470703125,637.2861328125,-0.2431640625,402.2890620630051,-0.09076449275016785,-0.100836381316185,expert,True,0.008710496931022767,unknown,True,[259],0.9504113793373108,0.18743854761123657,0.0,1.0,0.11149051785469055,0.47184282541275024,0.4934684634208679,0.017296478152275085,0.4990854263305664
71,2025-08-12T22:39:22.581905,7.19999999999999,235.0679168701172,6.742860317230225,0.07671125840357439,0.012782773758217125,0.07667465507984161,-0.0023694797419011593,True,,2.0071396827697754,8.492860317230225,False,False,False,0.4456079436485431,,"('2S0_0_', '3S0_0_', 0)",0,11,38.60652160644531,0.2571396827697754,75.58282470703125,637.2861328125,-0.2431640625,402.27888059467836,-0.10241454094648361,-0.3972663879394531,expert,True,0.010522812967503585,unknown,True,[259],0.9501602649688721,0.18800023198127747,0.0,1.0,0.11150775849819183,0.47182556986808777,0.4936087727546692,0.015755068510770798,0.4992242753505707
72,2025-08-12T22:39:22.584641,7.29999999999999,235.07675170898438,6.742603778839111,0.11960564938529118,0.012547616633963088,0.11956746131181717,-0.003022178076207638,True,,2.0073962211608887,8.492603778839111,False,False,False,0.44562469146522726,,"('2S0_0_', '3S0_0_', 0)",0,11,38.6153564453125,0.25739622116088867,75.58282470703125,637.2861328125,-0.2431640625,402.2700426330628,-0.06214864179491997,-0.09531857073307037,expert,True,0.00937306428942131,unknown,True,[259],0.9504921436309814,0.1872541606426239,0.0,1.0,0.11152201145887375,0.47181132435798645,0.49372634291648865,0.017661485821008682,0.49916115403175354
73,2025-08-12T22:39:22.586308,7.39999999999999,235.0894012451172,6.742308139801025,0.15588793082907584,0.012234562047824582,0.15585218369960785,-0.0033382351975888014,True,,2.0076918601989746,8.492308139801025,False,False,False,0.4456486706362656,,"('2S0_0_', '3S0_0_', 0)",0,11,38.62800598144531,0.2576918601989746,75.58282470703125,637.2861328125,-0.2431640625,402.2573898704342,-0.08767228573560715,-0.14232449233531952,expert,True,0.013351031821543341,unknown,True,[259],0.9504895210266113,0.1872100532054901,0.0,1.0,0.11153843998908997,0.47179490327835083,0.4938828647136688,0.01927403174340725,0.4993095397949219
74,2025-08-12T22:39:22.588129,7.499999999999989,235.10498046875,6.741954326629639,0.16137804347743664,0.01186624686906601,0.1613275557756424,-0.004036417230963707,True,,2.0080456733703613,8.491954326629639,False,False,False,0.4456782034874479,,"('2S0_0_', '3S0_0_', 0)",0,11,38.643585205078125,0.25804567337036133,75.58282470703125,637.2861328125,-0.2431640625,402.2418068518696,-0.10124196857213974,0.08140894025564194,expert,True,0.016305424828460965,unknown,True,[259],0.9502601027488708,0.18771345913410187,0.0,1.0,0.11155809462070465,0.47177523374557495,0.4940670132637024,0.019518036395311356,0.49923786520957947
75,2025-08-12T22:39:22.589870,7.599999999999989,235.1144256591797,6.741691589355469,0.007618632510790555,0.011594338121769354,-0.0076178330928087234,0.00011036441719625145,True,,2.0083084106445312,8.491691589355469,False,False,False,0.44569610832082873,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65303039550781,0.25830841064453125,75.58282470703125,637.2861328125,-0.2431640625,402.2323585231468,-0.09820500016212463,0.07068837434053421,expert,True,0.009479474275986057,unknown,True,[259],0.9498170614242554,0.188935324549675,0.0,1.0,0.11157269030809402,0.471760630607605,0.49420297145843506,0.012684284709393978,0.4990513026714325
76,2025-08-12T22:39:22.591592,7.699999999999989,235.11537170410156,6.741672992706299,0.0008030622503686927,0.011598998653676418,-0.0003497511497698724,0.0007228991016745567,True,,2.008327007293701,8.491672992706299,False,False,False,0.4456979016967086,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65397644042969,0.25832700729370117,75.58282470703125,637.2861328125,-0.2431640625,402.2314122979411,-0.09512531012296677,-0.13450206816196442,expert,True,0.0009496587020016591,unknown,True,[259],0.9497994184494019,0.1890135109424591,0.0,1.0,0.111573725938797,0.4717596173286438,0.49420061707496643,0.012381371110677719,0.4991195499897003
77,2025-08-12T22:39:22.593580,7.799999999999988,235.11473083496094,6.7417497634887695,0.011111812336637258,0.011604591291965782,-0.011102162301540375,0.000462996365968138,True,,2.0082502365112305,8.49174976348877,False,False,False,0.44569668682917707,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65333557128906,0.25825023651123047,75.58282470703125,637.2861328125,-0.2431640625,402.232054403594,-0.10024517774581909,-0.12907706201076508,expert,True,-0.0005908659851101323,unknown,True,[259],0.9500634074211121,0.18829794228076935,0.0,1.0,0.11156945675611496,0.47176387906074524,0.4941978454589844,0.012839537113904953,0.49916815757751465
78,2025-08-12T22:39:22.595242,7.899999999999988,235.11410522460938,6.741776466369629,0.0008645585566708391,0.011604324975857061,0.0008567040786147118,-0.00011627389903878793,True,,2.008223533630371,8.491776466369629,False,False,False,0.445695500887063,,"('2S0_0_', '3S0_0_', 0)",0,11,38.6527099609375,0.2582235336303711,75.58282470703125,637.2861328125,-0.2431640625,402.23268038331605,-0.07808834314346313,0.04003260284662247,expert,True,-0.0006217198380574812,unknown,True,[259],0.9501612782478333,0.18806177377700806,0.0,1.0,0.11156797409057617,0.4717653691768646,0.4941979646682739,0.012384103611111641,0.4991723597049713
79,2025-08-12T22:39:22.596940,7.999999999999988,235.1138458251953,6.741772651672363,0.0025373370692741916,0.011603925501693091,-0.0025372703094035387,-1.8405980881652795e-05,True,,2.0082273483276367,8.491772651672363,False,False,False,0.4456950091549669,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65245056152344,0.2582273483276367,75.58282470703125,637.2861328125,-0.2431640625,402.23293967737146,-0.08444778621196747,-0.03352615237236023,expert,True,-0.0002479813972507661,unknown,True,[259],0.9501357078552246,0.18811842799186707,0.0,1.0,0.11156818270683289,0.4717651605606079,0.49419817328453064,0.012458449229598045,0.49927252531051636
80,2025-08-12T22:39:22.599554,8.099999999999987,235.11402893066406,6.741762161254883,0.004734473599779285,0.01159979760200347,0.004731893539428711,-0.00015628115215804428,True,,2.008237838745117,8.491762161254883,False,False,False,0.4456953562599759,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65263366699219,0.2582378387451172,75.58282470703125,637.2861328125,-0.2431640625,402.23275641734296,-0.09829642623662949,-0.2244930863380432,expert,True,0.0002044105999490068,unknown,True,[259],0.9494491219520569,0.1901005208492279,0.0,1.0,0.11156877130270004,0.47176456451416016,0.4942002296447754,0.012556100264191628,0.4991475045681
81,2025-08-12T22:39:22.601771,8.199999999999987,235.11407470703125,6.741758346557617,0.0025346624379817685,0.01159979760200347,-0.002533444669097662,7.85606971476227e-05,True,,2.008241653442383,8.491758346557617,False,False,False,0.44569544303622816,,"('2S0_0_', '3S0_0_', 0)",0,11,38.652679443359375,0.2582416534423828,75.58282470703125,637.2861328125,-0.2431640625,402.23271058163465,-0.07177433371543884,0.05747269093990326,expert,True,5.718234815841796e-05,unknown,True,[259],0.9498379230499268,0.18890678882598877,0.0,1.0,0.11156897991895676,0.47176435589790344,0.4942002296447754,0.01245833095163107,0.49918439984321594
82,2025-08-12T22:39:22.603415,8.299999999999986,235.1142578125,6.741755485534668,0.004733672271861399,0.011597533915077562,0.004732571542263031,-0.00010207729792455211,True,,2.008244514465332,8.491755485534668,False,False,False,0.44569579014123717,,"('2S0_0_', '3S0_0_', 0)",0,11,38.652862548828125,0.25824451446533203,75.58282470703125,637.2861328125,-0.2431640625,402.2325274540936,-0.11207414418458939,-0.009245157241821289,expert,True,0.0002044069939733763,unknown,True,[259],0.9495238065719604,0.1898546814918518,0.0,1.0,0.11156913638114929,0.4717642068862915,0.4942013621330261,0.012556064873933792,0.4991414546966553
83,2025-08-12T22:39:22.605119,8.399999999999986,235.11473083496094,6.74174690246582,0.011017124064830885,0.011587413902934607,0.011014195159077644,-0.00025402294704690576,True,,2.0082530975341797,8.49174690246582,False,False,False,0.44569668682917707,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65333557128906,0.2582530975341797,75.58282470703125,637.2861328125,-0.2431640625,402.2320543539112,-0.10189994424581528,-0.31095409393310547,expert,True,0.000522599519229239,unknown,True,[259],0.9502353668212891,0.18787406384944916,0.0,1.0,0.1115696132183075,0.4717637300491333,0.49420642852783203,0.01283532939851284,0.4992791414260864
84,2025-08-12T22:39:22.606820,8.499999999999986,235.11619567871094,6.741714000701904,0.02674867182093938,0.011556787550398795,0.02674180269241333,-0.0006061624735593796,True,,2.0082859992980957,8.491714000701904,False,False,False,0.44569946366924906,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65480041503906,0.2582859992980957,75.58282470703125,637.2861328125,-0.2431640625,402.2305891596929,-0.10648857057094574,0.20046496391296387,expert,True,0.0015852127731942273,unknown,True,[259],0.9503056406974792,0.18770314753055573,0.0,1.0,0.11157144606113434,0.47176188230514526,0.4942217469215393,0.013534508645534515,0.49928250908851624
85,2025-08-12T22:39:22.608746,8.599999999999985,235.12010192871094,6.741615295410156,0.08087972004579906,0.011467971128044319,0.08084762096405029,-0.0022784422617405653,True,,2.0083847045898438,8.491615295410156,False,False,False,0.4457068685761077,,"('2S0_0_', '3S0_0_', 0)",0,11,38.65870666503906,0.25838470458984375,75.58282470703125,637.2861328125,-0.2431640625,402.22668178466165,-0.08767014741897583,-0.010082513093948364,expert,True,0.004270208740206095,unknown,True,[259],0.9505499005317688,0.18718597292900085,0.0,1.0,0.11157692968845367,0.4717563986778259,0.494266152381897,0.015940332785248756,0.4991297721862793
86,2025-08-12T22:39:22.610463,8.699999999999985,235.12400817871094,6.741480827331543,0.03476182000557363,0.011374494173782779,0.0347442552447319,-0.001104924245737493,True,,2.008519172668457,8.491480827331543,False,False,False,0.4457142734829663,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66261291503906,0.25851917266845703,75.58282470703125,637.2861328125,-0.2431640625,402.2227737886063,-0.07032947242259979,0.11108960956335068,expert,True,0.004062678190025082,unknown,True,[259],0.9497814178466797,0.1890476495027542,0.0,1.0,0.11158439517021179,0.471748948097229,0.4943128824234009,0.013890649192035198,0.49914994835853577
